client_id,date_souscription,jour_souscription,secteur,pays,taille_entreprise,plan,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_total,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,couleur_theme_interface,code_datacenter,groupe_experimentation,commentaire_csm,sante_compte_fin_periode,valeur_vie_client_eur,churn
CLI-001872,13 Feb 2024,mardi,public,France,GE,business,12,386,165,42.7,6,1.6,26,9,3,9,5,6.6,2,1,12638.26,vert,us-e1,control,,53,124360,0
CLI-004083,03 Aug 2023,jeudi,,France, PME ,Pro,18,13,6,"46,2",2,"0,8",16,3,2,21,1,12.5,5,0,"307,74",clair,us-e1,B,Suivi standard.,61,5047,0
CLI-003469,2023-10-18,mercredi,commerce,France,PME,Business,16,34,17,"50,0",16,3.7,26,19,3,1,0,1.4,4,0,1487.58,vert,ap-s1,A,,77,26836,0
CLI-003345,31/12/2024,mardi, Santé ,France,PME, Starter ,1,45,13,28.9,1,"0,1",8,2,0,16,0,"26,7",2,1,415.43,sombre,ap-s1,B,"Client insatisfait, risque de départ.",1,2385,1
CLI-001840,04/03/2024,lundi, Tech ,France,ETI,Business,11,162,116,"71,6",41,24.3,26,8,3,2,4,3.8,3,,7502.83,vert,ap-s1,control,,58,178417,0
CLI-004156,03/05/2024,vendredi,éducation,Suisse, GE ,BUSINESS,9,495,0,0.0,0,0.0,26,0,0,35,4,8.1,2,1,19438.72,clair,eu-w3,A,,9,239096,1
CLI-004537,05 Oct 2024,samedi, Commerce ,Espagne,ETI,Pro,4,110,91,"82,7",43,,16,7,1,2,0,6.0,5,2,2636.3,bleu,eu-w1,control,,74,34588,0
CLI-004911,2023-06-09,vendredi,FINANCE,France,TPE,PRO,20,1,1,"100,0",1,0.1,16,3,4,4,0,,4,0,21.44,clair,eu-w1,A,Client très satisfait et actif.,77,1055,0
CLI-001354,08/09/2023,vendredi,,Belgique, ETI ,PRO,17,41,17,41.5,14,8.1,16,4,3,2,2,13.8,,0,"1094,27",vert,eu-w3,A,,56,35892,0
CLI-002102,2024-11-10,dimanche,Éducation,Suisse, ETI ,Business,3,152,64,42.1,14,7.4,26,10,0,4,2,,3,0,6781.87,violet,eu-w1,B,,49,155712,0
CLI-002563,06/01/2023,vendredi,Industrie,France,ETI,Pro,25,44,18,40.9,13,3.4,16,5,4,1,1,14.5,3,0,1147.89,violet,eu-w3,A,Compte dans la moyenne.,68,27297,0
CLI-001947,06 Mar 2024,mercredi,TECH,France, ETI ,Pro,11,97,59,,14,9.1,16,3,3,3,10,20.3,2,2,2504.11,vert,ap-s1,B,"Client insatisfait, risque de départ.",0,51334,1
CLI-002318,25/12/2024,mercredi,Santé,France, TPE ,Starter,1,6,1,16.7%,2,"0,4",8,2,0,8,2,"16,6",4,3,"75,56",vert,eu-w3,B,Déploiement interne limité.,7,682,1
CLI-001213,2024-10-07,lundi, Industrie ,France,tpe, Pro ,4,6,5,83.3,49,21.1,16,8,0,2,3,,2,1,"158,91",bleu,eu-w3,control,,47,2867,0
CLI-003776,10 Feb 2024,samedi,finance,Espagne,TPE,starter,12,9,4,44.4,17,2.3,8,2,1,3,4,29.0,3,0,117.23,vert,ap-s1,B,,48,3076,0
CLI-000064,03 Apr 2024,mercredi,Commerce,France,tpe,pro,10,3,2,66.7,33,15.0,16,9,1,2,0,,,0,62.66 €,clair,eu-w3,B,,53,873,0
CLI-000483,02/02/2024,vendredi,Industrie,France,PME,Enterprise,12,41,8,"19,5",1,0.4,40,4,3,15,0,1.2,4,,3444.27,clair,eu-w3,B,,64,36716,0
CLI-002272,07/01/2025,mardi,Finance,France,PME,Business,1,51,32,62.7,1,0.8,26,6,0,11,0,2.0,4,2,1971.33,vert,eu-w3,control,,43,16165,0
CLI-003093,12/08/2024,lundi,finance,Belgique,TPE,Starter,6,2,1,50.0,9,3.4,8,4,0,0,2,,3,2,19.51,sombre,ap-s1,control,Compte dans la moyenne.,20,300,1
CLI-001706,27 Jul 2024,samedi,Tech,Allemagne,TPE, Starter ,6,9,3,33.3,2,0.7,8,3,0,12,1,16.9,4,,"92,47",vert,eu-w3,B,Compte dans la moyenne.,12,1289,1
CLI-004644,31 Dec 2024,mardi,INDUSTRIE,Belgique,TPE,STARTER,1,6,3,50.0%,13,"5,1",8,2,0,3,4,27.7,3,,"67,87",sombre,ap-s1,control,,8,890,1
CLI-002082,2023-09-10,dimanche,Finance,France,PME,enterprise,17,55,44,80.0,28,18.4,40,23,6,0,5,4.9,5,0,4707.33,bleu,eu-w3,control,"Compte engagé, ambassadeur potentiel.",77,104220,0
CLI-001972,09 Jul 2023,dimanche,Éducation,Canada, ETI ,Pro,19,143,87,60.8,41,20.9,16,9,6,0,6,10.2,4,0,3847.31,clair,ap-s1,control,"Compte engagé, ambassadeur potentiel.",76,82025,0
CLI-002333,08 Jan 2025,mercredi, Industrie ,Belgique,PME, Starter ,1,6,2,33.3,13,"6,0",8,5,0,2,1,"17,5",5,4,"60,96",clair,eu-w3,control,,9,1000,1
CLI-003420,2024-03-12,mardi,éducation,Suisse,TPE,starter,11,8,1,12.5%,1,"0,3",8,2,3,5,8,"32,9",3,0,84.47,sombre,us-e1,B,"Multiples tickets ouverts, friction élevée.",19,1732,1
CLI-001150,11 Dec 2023,lundi,éducation,Belgique,PME,Starter,14,59,0,0.0,0,0.0,8,0,0,48,0,20.0,,1,637.09,sombre,eu-w3,control,Faible adoption des sièges.,55,12016,0
CLI-001720,2024-09-07,samedi,TECH,France,ETI,starter,5,195,59,30.3,8,4.5,8,1,0,1,0,"13,9",5,0,2597.1,vert,eu-w3,control,,49,44722,0
CLI-002128,29/03/2024,vendredi, Tech ,France,TPE,BUSINESS,10,8,5,62.5%,18,7.0,26,5,2,1,0,5.3,3,1,"434,87",vert,eu-w1,A,Suivi standard.,51,38155,0
CLI-004778,28/06/2024,vendredi,Finance,France,GE, Business ,7,239,74,31.0,15,8.3,26,5,1,1,4,,3,1,8830.08 €,violet,us-e1,B,,54,94129,0
CLI-001759,31/08/2024,samedi,FINANCE,France,PME,Pro,5,48,13,27.1%,1,0.3,16,6,,9,0,0.6 h,5,0,1202.27 €,violet,eu-w1,A,RAS.,59,16760,0
CLI-003372,11/03/2024,lundi,Industrie,Canada,PME,Pro,11,33,27,"81,8",42,"23,7",16,7,0,0,4,17.7,4,0,901.12,sombre,us-e1,control,,59,17734,0
CLI-003727,05 Sep 2023,mardi,SANTÉ,France,TPE,Starter,17,1,1,100.0,44,14.7,8,3,7,3,4,28.4,2,0,12.31,clair,us-e1,control,Mécontentement exprimé au support.,63,828,0
CLI-003307,2023-07-10,lundi,commerce,France,pme,Business,19,11,1,"9,1",1,0.1,26,1,7,30,0,2.3,5,0,517.79,vert,eu-w1,B,Déploiement interne limité.,72,11039,0
CLI-001374,10/08/2023,jeudi, Commerce ,France,tpe,Starter,18,8,4,50.0%,34,20.5,8,5,4,8,0,14.1 h,4,0,"115,41",vert,us-e1,B,"Compte engagé, ambassadeur potentiel.",66,9274,0
CLI-004085,30/06/2024,dimanche, Industrie ,France,PME,business,7,22,18,81.8,59,59.7,26,18,0,1,5,8.8,,0,1046.03,violet,ap-s1,control,"Client insatisfait, risque de départ.",45,12008,0
CLI-004665,2024-05-14,mardi,commerce,Allemagne,PME,Enterprise,9,29,9,31.0,8,1.0,40,11,5,1,10,4.0,,1,2465.35,violet,eu-w1,A,"Multiples tickets ouverts, friction élevée.",57,22237,0
CLI-003240,2024-08-02,vendredi,Commerce,Espagne,TPE,Starter,6,8,3,37.5,19,4.2,8,3,,5,2,25.8,3,0,93.94,violet,ap-s1,control,,6,1078,1
CLI-002001,23 Nov 2024,samedi,Commerce,Suisse,pme,Pro,2,52,28,53.8%,27,12.8,16,7,1,1,6,17.2,3,3,1155.36,vert,eu-w3,control,Compte dans la moyenne.,0,4737,1
CLI-004965,2024-04-15,lundi,FINANCE,Allemagne,TPE,Business,10,1,1,100.0,1,0.3,26,7,2,30,0,0.5,5,1,41.5,clair,ap-s1,control,,62,1157,0
CLI-000869,10 May 2024,vendredi,Commerce,France,ETI,Starter,9,138,17,12.3%,1,0.1,8,1,1,30,3,21.9,3,2,1337.47,clair,us-e1,A,,8,13161,1
CLI-002872,2024-01-08,lundi,Santé,France,tpe,Business,13,9,5,55.6,3,0.5,26,4,2,25,5,"6,0",4,0,414.95,clair,us-e1,control,,18,6465,1
CLI-001919,2024-05-07,mardi,Santé,France, GE ,Business,9,135,85,63.0,37,18.6,26,6,1,2,1,2.6 h,4,0,6252.27,sombre,eu-w3,control,RAS.,52,82030,0
CLI-002488,02 Dec 2023,samedi,Tech,Canada,TPE,BUSINESS,14,1,1,100.0%,31,13.4,26,16,4,0,7,"8,5",,1,42.39,bleu,eu-w1,A,,51,348,0
CLI-004541,30/05/2024,jeudi, Industrie ,France,GE, Enterprise ,8,645,305,47.3%,28,14.4,40,18,0,0,0,4.8 h,3,0,58075.93,vert,eu-w1,A,,58,333356,0
CLI-001541,2024-07-08,lundi,Tech,Belgique,pme,Business,7,30,0,0.0,0,0.0,26,0,0,103,3,"7,1",4,1,1147.16,bleu,eu-w3,control,,0,8466,1
CLI-004975,31/01/2024,mercredi,Éducation,Suisse,pme,Pro,12,33,22,66.7,18,,16,7,3,1,2,"15,9",,0,"750,75",clair,eu-w3,control,Compte dans la moyenne.,66,36321,0
CLI-002374,28 Dec 2024,samedi,Industrie,Espagne,PME, Starter ,1,11,7,63.6,34,7.7,8,4,0,1,0,11.9,4,1,134.74,bleu,eu-w1,control,RAS.,55,773,0
CLI-004550,11 Dec 2024,mercredi,public,France,PME,Business,2,29,13,44.8,16,"9,1",26,12,1,1,5,6.9,2,1,1335.77,clair,eu-w3,B,"Client insatisfait, risque de départ.",8,49290,1
CLI-002954,19 Jan 2023,jeudi,Commerce,France,ETI, Business ,25,170,131,77.1,40,10.0,26,3,3,0,5,"5,7",3,0,8674.47,bleu,ap-s1,control,,66,199166,0
CLI-004693,06 Jan 2025,lundi, Commerce ,Canada,PME,Pro,1,8,4,50.0,21,7.9,16,6,0,1,1,17.4,3,1,"213,59",bleu,eu-w3,A,,34,3328,0
CLI-004524,23/12/2024,lundi,Éducation,France,GE,Pro,1,757,0,0.0,0,0.0,16,0,0,30,0,5.1,4,0,15590.37,vert,eu-w3,A,Faible adoption des sièges.,7,332387,1
CLI-003269,13/04/2024,samedi,ÉDUCATION,France,PME, Enterprise ,10,13,8,"61,5",45,"23,4",40,18,1,1,1,2.5,3,0,"988,43",violet,eu-w1,control,,66,24315,0
CLI-002423,19/03/2023,dimanche,COMMERCE,Belgique,TPE,STARTER,23,9,0,,0,"0,0",8,0,0,45,6,22.1,4,0,122.79 €,bleu,eu-w3,B,,19,2114,1
CLI-001255,18/10/2023,mercredi,Finance,Allemagne, TPE ,Pro,16,9,7,"77,8",58,,16,8,2,1,8,18.9,,0,273.57,violet,us-e1,A,Support très sollicité récemment.,61,8749,0
CLI-003252,2024-01-13,samedi,Tech,Canada,GE, Enterprise ,13,259,101,39.0%,1,"0,4",40,14,1,30,0,0.5 h,,0,20082.97,clair,eu-w3,A,,47,1317443,0
CLI-000902,02 Oct 2024,mercredi,Santé,Belgique, ETI ,Business,4,39,28,71.8,42,"14,6",26,12,0,0,0,3.2 h,3,2,1784.64,sombre,ap-s1,A,,58,26341,0
CLI-003840,05 Oct 2024,samedi,Industrie,France, TPE , Starter ,4,11,6,54.5,23,"20,9",8,3,0,0,5,,3,0,149.96,bleu,eu-w3,B,Compte dans la moyenne.,55,8116,0
CLI-003186,2024-12-06,vendredi,commerce,France, PME ,pro,2,57,45,78.9,56,"45,6",16,8,0,1,0,"13,2",5,1,1389.54,sombre,us-e1,control,Suivi standard.,61,43298,0
CLI-002930,05 Aug 2024,lundi,,France,GE,Business,6,704,398,56.5,21,10.5,26,13,2,0,3,8.4,3,2,33331.66,clair,eu-w3,B,,25,1038615,1
CLI-004713,14/08/2023,lundi,Industrie,France,TPE, Starter ,18,6,2,"33,3",1,0.3,8,2,,10,8,"31,7",2,0,74.87 €,bleu,us-e1,A,"Client insatisfait, risque de départ.",54,1351,0
CLI-003402,2023-11-16,jeudi,Industrie,Allemagne,GE,Business,15,535,318,59.4,11,3.6,26,11,1,8,0,,5,0,23051.29,sombre,eu-w3,B,,68,151216,0
CLI-000280,16 Mar 2024,samedi,Public,Belgique,tpe,Starter,11,1,1,"100,0",32,19.4,8,3,2,1,0,11.7 h,4,0,11.49 €,vert,ap-s1,A,,56,300,0
CLI-003704,12 May 2023,vendredi,Éducation,France,TPE,STARTER,21,11,9,81.8,33,,8,2,3,0,1,15.0,4,,141.93,violet,ap-s1,A,,75,2677,0
CLI-002912,01 Nov 2023,mercredi, Éducation ,Espagne,PME, Starter ,15,52,46,88.5,64,62.3,8,3,4,2,2,24.8,4,0,649.7 €,sombre,us-e1,control,,68,4795,0
CLI-004081,01/06/2024,samedi,Industrie,Espagne,PME,Pro,8,27,21,77.8,54,30.7,16,6,0,3,2,13.7,3,0,756.39,violet,ap-s1,control,,50,27911,0
CLI-002090,25 Aug 2024,dimanche,éducation,France,GE,enterprise,5,458,95,20.7,2,0.2,40,17,2,1,2,0.5,5,0,37304.99 €,vert,ap-s1,B,Déploiement interne limité.,70,397671,0
CLI-003346,05/12/2024,jeudi,industrie,France,TPE,Starter,2,5,4,80.0%,94,81.3,8,6,1,1,0,"9,2",5,1,66.94,violet,us-e1,B,Compte dans la moyenne.,56,4117,0
CLI-002993,2024-08-01,jeudi,COMMERCE,France,pme,pro,6,53,18,34.0,22,11.0,16,7,1,0,5,16.2,1,3,1119.98,violet,eu-w3,control,,13,46838,1
CLI-003035,30/12/2024,lundi,SANTÉ,Suisse, PME ,starter,1,9,3,33.3,1,0.2,8,1,0,4,1,23.3 h,3,,,clair,us-e1,control,,9,914,1
CLI-004153,02/04/2024,mardi,Finance,Canada,ETI,Business,10,143,43,30.1,1,0.7,26,10,1,30,9,7.3,3,0,6212.26,vert,us-e1,control,,21,122257,1
CLI-000007,26 Jul 2024,vendredi,,Espagne,TPE,Starter,6,8,7,"87,5",88,53.2,8,5,0,1,5,,5,1,97.79,violet,eu-w3,control,Suivi standard.,47,1844,0
CLI-002026,2025-01-04,samedi,Tech,France,tpe,Starter,1,8,5,62.5,21,9.3,8,4,0,0,3,18.4,4,3,65.41,sombre,eu-w1,control,,13,644,1
CLI-004954,14 Jul 2024,dimanche,Commerce,France,PME,Business,7,16,10,62.5,38,20.9,26,13,0,2,5,7.3,2,0,"916,56",vert,eu-w1,B,Mécontentement exprimé au support.,23,23299,1
CLI-001257,09/05/2024,jeudi,finance,France,pme,Enterprise,9,20,7,,1,0.1,40,5,3,20,6,2.5,3,1,1557.47,clair,ap-s1,B,RAS.,24,25543,1
CLI-004247,08/01/2024,lundi,Tech,France,PME,Pro,13,36,19,"52,8",25,10.6,16,5,2,1,5,,3,0,941.17,vert,eu-w3,control,,53,15435,0
CLI-004698,05/07/2023,mercredi,,France,TPE,Starter,19,4,3,75.0,30,"8,5",8,1,3,1,2,19.1,5,0,46.24,sombre,eu-w1,control,Client très satisfait et actif.,65,1175,0
CLI-002343,01/01/2025,mercredi,ÉDUCATION,France,TPE, Business ,1,8,6,75.0,64,39.9,26,4,1,0,0,2.5 h,5,1,380.82 €,sombre,ap-s1,A,,47,9680,0
CLI-003748,06/03/2024,mercredi,Industrie,Suisse,pme,Business,11,15,4,26.7,1,0.2,26,5,1,23,4,4.7,3,1,,sombre,ap-s1,B,Compte dans la moyenne.,57,12541,0
CLI-004687,2023-11-10,vendredi,ÉDUCATION,Allemagne,TPE,pro,15,4,1,25.0,1,0.3,16,2,4,13,7,18.3,1,0,102.83,vert,ap-s1,control,,46,4385,0
CLI-000987,20 Jul 2023,jeudi,Industrie,France,PME, Pro ,19,10,5,"50,0",18,11.9,16,5,3,0,0,"9,7",4,0,274.89 €,vert,eu-w1,A,"Compte engagé, ambassadeur potentiel.",67,5184,0
CLI-004391,2023-11-02,jeudi,Finance,Belgique,PME,Starter,15,6,1,16.7,1,0.1,8,1,5,24,7,31.5 h,2,0,67.56,vert,eu-w1,A,Mécontentement exprimé au support.,37,1939,0
CLI-004791,29 Nov 2023,mercredi,Finance,Canada,ETI,BUSINESS,14,86,61,70.9,36,"12,0",26,7,3,1,2,,3,0,4491.65,clair,ap-s1,control,,74,99445,0
CLI-001002,31 Dec 2024,mardi,industrie,France,ETI,starter,1,61,41,67.2,29,22.6,8,5,0,1,0,12.1,5,,673.01,violet,us-e1,B,,45,8830,0
CLI-002750,2024-12-26,jeudi,,Belgique,TPE,Starter,1,7,0,0.0,0,0.0,8,0,0,30,3,13.9,2,3,75.22,vert,eu-w3,A,Mécontentement exprimé au support.,28,555,0
CLI-004357,2024-10-30,mercredi,Finance,Belgique,ETI, Business ,3,174,80,46.0,7,3.5,26,8,1,2,1,3.3,3,,7302.94,bleu,us-e1,control,,44,161687,0
CLI-003744,06/11/2023,lundi,TECH,Allemagne,PME,Pro,15,48,34,"70,8",36,15.4,16,4,6,1,5,12.4,3,0,"1380,64",vert,eu-w1,control,,55,39624,0
CLI-000657,11/11/2023,samedi,Finance,Espagne, TPE , Business ,15,3,1,33.3,3,1.5,26,5,0,2,5,,2,0,140.06,violet,us-e1,control,,4,5513,1
CLI-001139,11 Nov 2023,samedi,Éducation,,TPE,Pro,15,1,1,100.0,12,5.6,16,4,2,0,1,16.1,,0,17.95,vert,us-e1,control,"Client insatisfait, risque de départ.",60,300,0
CLI-002877,19/10/2022,mercredi,COMMERCE,France,GE,pro,28,398,212,53.3,14,8.6,16,5,6,1,4,18.1,2,0,,sombre,us-e1,A,,71,260344,0
CLI-003895,02/01/2025,jeudi,TECH,France,PME,PRO,1,31,13,41.9%,13,5.2,16,3,0,3,3,,3,1,720.31 €,sombre,us-e1,A,,43,4725,0
CLI-002200,06 Aug 2024,mardi,Tech,France,GE, Enterprise ,6,242,51,"21,1",7,3.6,40,17,1,1,2,6.5,2,0,16631.2,vert,eu-w3,B,,13,204564,1
CLI-003714,15 Nov 2023,mercredi,Éducation,France,TPE,Pro,15,10,5,50.0,33,22.0,16,6,2,1,5,13.3,3,0,"282,74",violet,us-e1,control,RAS.,49,4173,0
CLI-002965,2023-09-06,mercredi,Public,Canada,ETI,business,17,140,71,50.7,22,"7,1",26,7,4,1,8,9.4,1,0,6590.84,bleu,eu-w3,control,"Client insatisfait, risque de départ.",51,237798,0
CLI-002801,2025-01-02,jeudi,Tech,Belgique,pme,Business,1,24,21,87.5,86,"65,6",26,17,0,0,0,3.1 h,5,1,,sombre,ap-s1,control,,60,15819,0
CLI-004163,2025-01-08,mercredi,finance,Espagne,PME,Pro,1,21,9,"42,9",14,8.4,16,4,0,4,3,"14,2",3,,556.68,sombre,us-e1,control,,40,11868,0
CLI-004298,17 Jan 2023,mardi,Finance,Espagne,ETI,Enterprise,25,107,38,35.5%,17,"11,2",40,15,4,1,0,7.5 h,3,0,9790.13,sombre,eu-w3,A,,86,272949,0
CLI-000704,2024-12-25,mercredi,SANTÉ,Canada, TPE ,PRO,1,6,0,"0,0",0,0.0,16,0,0,30,7,"14,1",3,0,120.66,sombre,eu-w3,B,Support très sollicité récemment.,4,1484,1
CLI-000537,2023-08-07,lundi,Éducation,France, TPE ,pro,18,9,6,66.7%,33,1.8,16,5,3,2,1,7.9,3,0,204.0,violet,eu-w3,A,Compte dans la moyenne.,73,4684,0
CLI-001240,12 Jul 2023,mercredi,INDUSTRIE,Allemagne,eti,pro,19,200,0,0.0,0,0.0,16,0,0,54,2,17.4,1,0,4353.57,violet,us-e1,A,,2,46409,1
CLI-003659,2024-05-04,samedi, Tech ,,PME,BUSINESS,9,56,0,0.0,0,0.0,26,0,,47,5,,3,0,2692.91 €,bleu,ap-s1,A,Faible adoption des sièges.,0,30915,1
CLI-004855,17/06/2023,samedi,TECH,France,PME,Pro,20,41,4,9.8,1,,16,1,6,5,0,1.1,5,0,1051.68,bleu,eu-w1,A,,81,37082,0
CLI-003074,2023-07-17,lundi,Industrie,France,TPE,Business,19,10,3,"30,0",1,0.5,26,12,4,9,1,5.3,3,0,"442,78",violet,ap-s1,control,Suivi standard.,68,16702,0
CLI-000675,2023-12-03,dimanche,Finance,Espagne,eti,Enterprise,14,201,153,76.1,54,31.1,40,19,2,2,0,"0,5",4,0,15370.25,violet,ap-s1,A,,73,289883,0
CLI-000163,12/06/2022,dimanche,Finance,France,TPE,Pro,32,11,5,45.5%,7,1.9,16,6,7,22,0,6.7,4,0,"231,55",bleu,us-e1,control,Compte dans la moyenne.,80,4367,0
CLI-000589,2024-12-08,dimanche,Industrie,France, TPE ,Business,2,10,8,"80,0",33,14.9,26,12,1,3,1,5.6,3,2,503.67,violet,ap-s1,control,,54,10325,0
CLI-000879,07/07/2023,vendredi,Commerce,Suisse,ETI,Enterprise,19,40,13,32.5,17,5.1,40,21,6,1,2,"4,5",4,0,3082.21,violet,eu-w1,B,,85,90987,0
CLI-002440,15 Aug 2023,mardi,éducation,Suisse,PME,Business,18,50,0,0.0,0,0.0,26,0,0,92,1,5.9,4,0,"2439,4",violet,us-e1,control,,9,40006,1
CLI-002952,2024-02-01,jeudi,Éducation,France,PME,Pro,12,25,13,52.0,21,9.7,16,9,3,1,0,13.6,4,0,635.96,bleu,us-e1,control,,63,10951,0
CLI-004767,17/05/2023,mercredi,Finance,France,TPE,starter,21,8,5,"62,5",1,0.1,8,4,2,20,1,"16,9",4,0,105.36,clair,eu-w1,A,Suivi standard.,70,3024,0
CLI-001459,2025-01-10,vendredi,FINANCE,France,GE,Enterprise,1,647,365,56.4,18,4.4,40,19,0,3,1,,4,5,32091.86,clair,eu-w1,B,,41,526307,0
CLI-001897,03 Apr 2024,mercredi,COMMERCE,France,TPE,starter,10,10,3,30.0,9,4.0,8,2,1,3,9,50.6,2,1,92.85,vert,eu-w3,B,"Client insatisfait, risque de départ.",3,381,1
CLI-002296,08/08/2023,mardi,Industrie,France, PME ,Pro,18,43,0,0.0,0,0.0,16,0,0,115,1,,3,0,842.43 €,violet,us-e1,control,,0,15888,1
CLI-004263,08/01/2025,mercredi,Tech,France,TPE,Pro,1,11,8,72.7,72,24.7,16,8,1,3,3,17.0,3,0,261.13,violet,eu-w1,B,Suivi standard.,44,1927,0
CLI-001433,09 May 2023,mardi,Santé,France,ge,ENTERPRISE,21,845,779,92.2,93,90.2,40,29,5,2,5,3.7,2,0,89402.85,violet,us-e1,A,"Client insatisfait, risque de départ.",83,2000000,0
CLI-003538,2023-07-07,vendredi,Finance,France,ETI,Pro,19,43,27,62.8,33,24.6,16,6,5,1,0,"2,3",5,,1139.87,sombre,us-e1,B,,68,57016,0
CLI-003072,2024-05-28,mardi,Industrie,France,GE,Pro,8,468,100,21.4,7,4.1,16,5,2,2,2,"20,7",1,2,11530.27,vert,eu-w1,B,,15,283645,1
CLI-003485,06 Aug 2024,mardi,Finance,France,PME, Pro ,6,25,5,20.0,5,1.8,16,3,1,11,0,,5,1,"558,52",bleu,us-e1,B,Faible adoption des sièges.,58,24731,0
CLI-000168,08/01/2024,lundi, Public ,France,PME, Business ,13,9,2,22.2,1,0.4,26,11,2,4,3,9.4,4,0,426.89,bleu,eu-w3,control,,60,4551,0
CLI-004422,04/05/2024,samedi,Tech,Allemagne,PME, Starter ,9,56,18,32.1,17,6.3,8,4,2,1,1,11.6,4,0,"754,24",vert,eu-w1,B,,50,5566,0
CLI-004354,2023-08-01,mardi,Éducation,France,eti,Business,18,158,41,"25,9",4,0.9,26,9,,17,6,"7,4",,0,8541.47,bleu,ap-s1,A,Mécontentement exprimé au support.,56,154088,0
CLI-004184,2024-11-26,mardi,Éducation,France,PME,starter,2,23,14,60.9%,42,9.1,8,5,3,1,1,28.4,3,2,"300,06",sombre,eu-w3,control,RAS.,46,7874,0
CLI-002608,12 Feb 2024,lundi,Public,France,TPE,Starter,12,11,5,45.5%,1,0.7,8,3,4,30,5,27.9,3,0,121.7,violet,eu-w3,B,RAS.,43,599,0
CLI-000283,29 Nov 2023,mercredi,industrie,France,ETI, Business ,14,166,10,6.0,1,0.1,26,2,3,1,6,7.1,2,0,6932.4,violet,eu-w1,A,"Client insatisfait, risque de départ.",30,136430,1
CLI-001330,09 Jan 2025,jeudi,Industrie,Espagne, PME , Starter ,1,16,9,"56,2",16,8.8,8,2,0,2,7,39.2,1,3,175.34,bleu,ap-s1,A,,0,3019,1
CLI-004542,14 May 2024,mardi,,France,GE, Enterprise ,9,317,133,42.0,10,1.3,40,10,1,4,1,"2,7",4,2,27867.02 €,vert,us-e1,A,,53,228510,0
CLI-002284,12 Jul 2023,mercredi,Tech,,TPE,PRO,19,1,1,100.0,60,"28,5",16,7,2,1,4,,4,0,23.73 €,clair,eu-w1,A,,58,300,0
CLI-000905,2024-04-12,vendredi,tech,France,eti,Enterprise,10,56,40,,66,57.1,40,21,4,2,7,"2,8",3,0,,clair,eu-w1,B,"Multiples tickets ouverts, friction élevée.",57,61317,0
CLI-004614,10/01/2025,vendredi, Tech ,Belgique,ETI,business,1,105,54,51.4,25,14.8,26,9,1,0,5,,3,6,4335.25,bleu,eu-w1,control,,33,21329,0
CLI-000986,07 Jul 2024,dimanche,Commerce,France, TPE , Pro ,7,3,2,66.7,19,1.8,16,8,0,3,4,"13,8",3,1,76.28,vert,eu-w1,B,,9,563,1
CLI-001128,31 Jul 2024,mercredi, Finance ,France,PME,Pro,6,34,15,44.1,25,1.2,16,6,1,3,4,20.5 h,3,1,973.05,clair,eu-w3,control,,10,12766,1
CLI-001827,2023-05-16,mardi,Industrie,France,PME,Business,21,47,22,46.8,21,"11,8",26,13,2,2,6,10.1,2,0,2288.12,clair,eu-w1,A,,29,56288,1
CLI-004599,08 Dec 2023,vendredi,,France,TPE,Starter,14,2,1,50.0,37,24.1,8,4,3,0,0,"25,0",4,0,26.78,violet,eu-w1,control,,70,1010,0
CLI-004405,02 Sep 2023,samedi,Industrie,Allemagne,TPE,starter,17,7,2,28.6,9,"3,4",8,2,4,0,0,15.8 h,3,0,91.67,violet,us-e1,A,,66,1654,0
CLI-004948,29/12/2024,dimanche,Tech,Allemagne,TPE,Starter,1,2,1,"50,0",18,4.5,8,4,0,0,0,25.1,,4,20.74,clair,ap-s1,A,Compte dans la moyenne.,5,300,1
CLI-003893,04 Feb 2024,dimanche,Finance,France,PME, Starter ,12,25,12,,26,10.4,8,4,4,1,2,26.3,3,0,320.71,clair,eu-w1,A,,31,7101,1
CLI-000690,08/11/2024,vendredi,Finance,Belgique,PME,BUSINESS,3,7,2,28.6%,1,,26,4,0,5,2,6.6,3,0,,bleu,us-e1,control,,47,2116,0
CLI-001467,01/06/2024,samedi,Tech,France,pme, Enterprise ,8,25,5,20.0,1,0.2,40,12,5,4,0,3.5,5,1,1975.85,clair,eu-w3,control,,67,34024,0
CLI-001404,30 Oct 2024,mercredi, Industrie ,Suisse,TPE,Starter,3,11,1,"9,1",1,0.1,8,0,0,3,3,"19,7",4,3,,violet,eu-w3,control,Faible adoption des sièges.,0,804,1
CLI-003950,15 Mar 2024,vendredi, Tech ,France, TPE , Business ,11,6,4,"66,7",42,7.5,26,13,2,0,4,5.5,2,0,"255,04",clair,ap-s1,control,"Client insatisfait, risque de départ.",56,3764,0
CLI-000713,06 Oct 2024,dimanche,INDUSTRIE,France,pme,BUSINESS,4,27,20,74.1,52,29.5,26,15,2,3,0,,4,3,1386.14,vert,ap-s1,A,Compte dans la moyenne.,53,37509,0
